WORD	SAMPA	POS	PRON_VARIANT	IS_COMPOUND	COMPOUND_ATTR	HAS_PREFIX	LANG	IS_VALIDATED	COMMENT
lets	l E t s	n	all	false	none	false	GB	true	""
letter	l E h t E r	n	all	false	none	false	GB	true	""
letters	l E h t E r_0 s	n	all	false	none	false	GB	true	""
lettlandi	l E h t l a n t I	n	all	true	none	false	IS	true	
lettlands	l E h t l a n s	ns	standard_cas	true	modifier	false	IS	true	
lettlands	l E h t l a n t s	ns	standard_clear	true	modifier	false	IS	true	
levante	l E: v a n_0 t E	n	all	false	none	false	GB	true	""
levels	l E v E l s	n	all	false	none	false	GB	true	""
leverkusen	l E: v E r k_h Y s E n	n	all	false	none	false	GB	true	
leví	l E: v i	ns	all	false	none	false	IS	true	
lewandowski	l E v a n t O v s c i	ns	all	false	none	false	GB	true	ath tungum pól
lewis	l u: I s	ns	all	false	none	false	GB	true	""
lexus	l E k s u s	ns	all	false	none	false	GB	true	""
leyfi	l ei: v I	n	all	false	head	false	IS	true	
leyfi	l ei: v I	so	all	false	head	false	IS	true	
leyfilegt	l ei: v I l E x t	lo	all	false	none	false	IS	true	
leyfir	l ei: v I r	n	all	false	none	false	IS	true	
leyfir	l ei: v I r	so	all	false	none	false	IS	true	
leyfis	l ei: v I s	n	all	false	both	false	IS	true	
leyfið	l ei: v I D	n	all	false	head	false	IS	true	
leyfið	l ei: v I D	so	all	false	head	false	IS	true	
leyft	l ei f t	n	all	false	none	false	IS	true	""
leyfum	l ei: v Y m	n	all	false	head	false	IS	true	
leyfum	l ei: v Y m	so	all	false	head	false	IS	true	
leyfð	l ei v D	n	all	false	none	false	IS	true	""
leyfðar	l ei v D a r	n	all	false	head	false	IS	true	""
leyfði	l ei v D I	lo	all	false	none	false	IS	true	
leyfði	l ei v D I	so	all	false	none	false	IS	true	
leyfðu	l ei v D Y	lo	all	false	none	false	IS	true	
leyfðu	l ei v D Y	so	all	false	none	false	IS	true	
leynast	l ei: n a s t	n	all	false	none	false	IS	true	""
leyndarskráningu	l ei n t a r_0 s k r au n i N k Y	n	all	true	none	false	IS	true	
leynilegt	l ei: n I l E x t	lo	all	false	head	false	IS	true	
leynilögregluna	l ei: n I l 9 G r E k l Y n a	n	all	true	none	false	IS	true	
leynilögreglustjórans	l ei: n I l 9 G r E k l Y s t j ou r a n s	n	all	true	none	false	IS	true	
leynist	l ei: n I s t	n	all	false	none	false	IS	true	""
leyniþjónustan	l ei: n I T j ou n Y s t a n	n	all	true	none	false	IS	true	""
leyniþjónustunnar	l ei: n I T j ou n Y s t Y n a r	n	all	true	none	false	IS	true	""
leynt	l ei n t_h	lo	northeast_clear	false	none	false	IS	true	
leynt	l ei n t_h	so	northeast_clear	false	none	false	IS	true	
leynt	l ei n_0 t	lo	standard_clear	false	none	false	IS	true	
leynt	l ei n_0 t	so	standard_clear	false	none	false	IS	true	
leysast	l ei: s a s t	n	all	false	none	false	IS	true	""
leysi	l ei: s I	n	all	false	both	false	IS	true	""
leysist	l ei: s I s t	n	all	false	none	false	IS	true	""
leyst	l ei s t	n	all	false	head	false	IS	true	""
leysti	l ei s t I	lo	all	false	none	false	IS	true	
leysti	l ei s t I	so	all	false	none	false	IS	true	
leystur	l ei s t Y r	lo	all	false	none	false	IS	true	
leystur	l ei s t Y r	so	all	false	none	false	IS	true	
leyti	l ei: t I	n	standard_clear	false	none	false	IS	true	
leyti	l ei: t_h I	n	north_clear	false	none	false	IS	true	
leytinu	l ei: t I n Y	n	standard_clear	false	head	false	IS	true	""
leytið	l ei: t I D	n	standard_clear	false	head	false	IS	true	""
leður	l E: D Y r	n	all	false	both	false	IS	true	
leðurblökuungi	l E: D Y r_0 p l 9 k Y u J c I	n	standard_clear	true	none	false	IS	true	
leðurblökuungi	l E: D Y r_0 p l 9 k_h Y u J c I	n	north_clear	true	none	false	IS	true	
leðurblöðkumynd	l E: D Y r_0 p l 9 T k Y m I n t	n	standard_clear	true	none	false	IS	true	
leðurblöðkumynd	l E: D Y r_0 p l 9 D k_h Y m I n t	n	northeast_clear	true	none	false	IS	true	
leðurhúfan	l E: D Y r_0 h u a n	n	standard_cas	true	head	false	IS	true	
leðurhúfan	l E: D Y r_0 h u v a n	n	standard_clear	true	head	false	IS	true	
leðurjakkanum	l E: D Y r j a h k a n Y m	n	all	true	none	false	IS	true	
leðurpakki	l E: D Y r_0 p_h a h c I	n	all	true	none	false	IS	true	
leðursófa	l E: D Y r_0 s ou f a	n	all	true	none	false	IS	true	
leó	l E: ou	n	all	false	none	false	IS	true	
leósdóttir	l E: ou s t ou h t I r	ns	all	true	none	false	IS	true	
leósson	l E: ou s O n	ns	all	true	none	false	IS	true	
li	l i:	n	all	false	none	false	GB	true	ekki enska (?)
liam	l i: j a m	n	all	false	none	false	GB	true	""
library	l ai p r a r i	n	all	false	none	false	GB	true	""
lie	l ai:	n	all	false	none	false	GB	true	""
lies	l ai: s	n	all	false	none	false	GB	true	""
lifað	l I: v a D	n	all	false	none	false	IS	true	""
life	l ai: f	n	all	false	none	false	GB	true	
lifi	l I: v I	so	all	false	modifier	false	IS	true	
lifir	l I: v I r	so	all	false	head	false	IS	true	
lifna	l I p n a	lo	all	false	head	false	IS	true	
lifna	l I p n a	so	all	false	head	false	IS	true	
lifrarpylsu	l I v r a r_0 p_h I l s Y	n	all	true	none	false	IS	true	
lifum	l I: v Y m	so	all	false	none	false	IS	true	
lifði	l I v D I	so	all	false	none	false	IS	true	
lifðu	l I v D Y	so	all	false	none	false	IS	true	
ligg	l I k	so	all	false	none	false	IS	true	
liggi	l I c I	so	all	false	none	false	IS	true	
liggja	l I c a	so	all	false	none	false	IS	true	
liggjandi	l I c a n t I	so	all	false	head	false	IS	true	
liggjum	l I c Y m	so	all	false	none	false	IS	true	
liggur	l I k Y r	so	all	false	none	false	IS	true	
liggðu	l I G D Y	so	all	false	none	false	IS	true	
lighthouse	l ai: t h au s	n	all	false	none	false	GB	true	""
lightning	l ai: t n i N	n	all	false	none	false	GB	true	""
lights	l ai: t s	n	all	false	none	false	GB	true	""
like	l ai: k	n	standard_clear	false	none	false	GB	true	
like	l ai: k_h	n	north_clear	false	none	false	GB	true	
likely	l ai: k l i	n	all	false	none	false	GB	true	""
likes	l ai: k s	n	all	false	none	false	GB	true	""
lilju	l I l j Y	n	all	false	both	false	IS	true	
lille	l I l E	n	all	false	none	false	DK	true	
lille	l I l	ns	all	false	none	false	FR	true	
lilleström	l I l E s t r 9 m	n	all	false	none	false	GB	true	
lillý	l I l i	n	all	false	none	false	IS	true	""
limit	l I m I t	n	all	false	none	false	GB	true	""
limited	l I m I t E t	n	all	false	none	false	GB	true	""
limman	l I m a n	n	all	false	head	false	IS	true	
limmu	l I m Y	n	all	false	head	false	IS	true	
limmuna	l I m Y n a	n	all	false	head	false	IS	true	
lincoln	l i N k_h O n	ns	all	false	none	false	GB	true	""
lind	l I n t	n	all	false	head	false	IS	true	
linda	l I n t a	n	all	false	both	false	IS	true	
lindasókn	l I n t a s ou h k n	n	all	true	none	false	IS	true	
lindsay	l I n t s i	ns	all	false	none	false	GB	true	""
lindu	l I n t Y	n	all	false	modifier	false	IS	true	""
lindubuff	l I n t Y p Y f	ns	all	true	none	false	IS	true	
line	l ai: n	n	all	false	none	false	GB	true	""
liner	l ai: n E r	n	all	false	none	false	GB	true	""
lingard	l i N k a r t	ns	all	false	none	false	GB	true	""
lingus	l i N k u s	n	all	false	none	false	GB	true	Óviss, ekki enska ?
linings	l ai: n i N s	n	all	false	none	false	GB	true	""
link	l i N k_h	n	northeast_clear	false	head	false	IS	true	
link	l i N_0 k	n	standard_clear	false	head	false	IS	true	
linka	l i N k_h a	n	northeast_clear	false	head	false	IS	true	
linka	l i N k_h a	so	northeast_clear	false	head	false	IS	true	
linka	l i N_0 k a	n	standard_clear	false	head	false	IS	true	
linka	l i N_0 k a	so	standard_clear	false	head	false	IS	true	
linkind	l i n c_h I n t	n	all	true	none	false	IS	true	
linkur	l i N k_h Y r	n	northeast_clear	false	head	false	IS	true	
linkur	l i N_0 k Y r	n	standard_clear	false	head	false	IS	true	
linnulaust	l I n Y l 9i s t	ao	all	true	none	false	IS	true	
lint	l I n t_h	lo	northeast_clear	false	head	false	IS	true	
lint	l I n_0 t	lo	standard_clear	false	head	false	IS	true	
linur	l I: n Y r	lo	all	false	head	false	IS	true	
lion	l ai: j O n	n	all	false	none	false	GB	true	""
lionel	l ai O n E l	n	all	false	none	false	GB	true	""
lip	l I p	n	all	false	none	false	GB	true	""
lippu	l I h p Y	n	all	false	both	false	IS	true	
lipran	l I: p r a n	lo	standard_clear	false	none	false	IS	true	
lipran	l I: p_h r a n	lo	north_clear	false	head	false	IS	true	
liprari	l I: p r a r I	lo	standard_clear	false	head	false	IS	true	
liprari	l I: p_h r a r I	lo	north_clear	false	head	false	IS	true	
lips	l I p s	n	all	false	none	false	GB	true	""
lipur	l I: p Y r	lo	standard_clear	false	head	false	IS	true	
lipur	l I: p_h Y r	lo	north_clear	false	head	false	IS	true	
lisa	l i: s a	ns	all	false	none	false	GB	true	""
lissabon	l I s a p O n	ns	all	false	none	false	IS	true	
list	l I s t	n	all	false	both	false	GB	true	""
lista	l I s t a	n	all	false	both	false	IS	true	
listafólki	l I s t a f ou l c_h I	n	northeast_clear	true	head	false	IS	true	
listafólki	l I s t a f ou l_0 c I	n	standard_clear	true	head	false	IS	true	
listaháskóla	l I s t a h au s k ou l a	n	all	true	both	false	IS	true	""
listahátíð	l I s t a h au t_h i D	n	all	true	head	false	IS	true	
listaklúbbi	l I s t a k_h l u p I	n	all	true	head	false	IS	true	
listamanna	l I s t a m a n a	n	all	true	both	false	IS	true	""
listamannsins	l I s t a m a n s I n s	n	all	true	head	false	IS	true	""
listamaður	l I s t a m a D Y r	n	all	true	head	false	IS	true	
listamaðurinn	l I s t a m a D Y r I n	n	all	true	head	false	IS	true	""
listamenn	l I s t a m E n	n	all	true	head	false	IS	true	""
listamennirnir	l I s t a m E n I r t n I r	n	standard_clear	true	head	false	IS	true	
listamennirnir	l I s t a m E n I t n I r	n	standard_cas	true	head	false	IS	true	""
listamönnum	l I s t a m 9 n Y m	n	all	true	head	false	IS	true	
listamönnunum	l I s t a m 9 n O n Y m	n	all	true	head	false	IS	true	
listann	l I s t a n	n	all	false	head	false	IS	true	
listanna	l I s t a n a	n	all	false	head	false	IS	true	
listans	l I s t a n s	n	all	false	head	false	IS	true	""
listanum	l I s t a n Y m	n	all	false	head	false	IS	true	""
listar	l I s t a r	n	all	false	both	false	IS	true	""
listasafn	l I s t a s a p n_0	n	all	true	head	false	IS	true	
listasafni	l I s t a s a p n I	n	all	true	head	false	IS	true	
listasafnið	l I s t a s a p n I D	n	all	true	head	false	IS	true	
listasafns	l I s t a s a p n_0 s	n	standard_clear	true	head	false	IS	true	
listasafns	l I s t a s a p s	n	standard_cas	true	head	false	IS	true	""
listasafnsins	l I s t a s a p s I n s	n	standard_cas	true	head	false	IS	true	
listasafnsins	l I s t a s a p n_0 s I n s	n	standard_clear	true	head	false	IS	true	
listastofnun	l I s t a s t O p n Y n	n	all	true	head	false	IS	true	
listavefurinn	l I s t a v E v Y r I n	n	all	true	head	false	IS	true	
listaverk	l I s t a v E r_0 k	n	all	true	head	false	IS	true	""
listaverkabækur	l I s t a v E r_0 k a p ai k Y r	n	standard_clear	true	none	false	IS	true	
listaverkabækur	l I s t a v E r_0 k a p ai k_h Y r	n	north_clear	true	none	false	IS	true	
listaverkið	l I s t a v E r_0 c I D	n	all	true	head	false	IS	true	
listaverkum	l I s t a v E r_0 k Y m	n	all	true	head	false	IS	true	
listen	l I s E n	n	all	false	none	false	GB	true	""
listfengi	l I s t f ei J c I	lo	all	false	head	false	IS	true	
listfengi	l I s t f ei J c I	n	all	false	head	false	IS	true	
listi	l I s t I	n	all	false	head	false	IS	true	""
listin	l I s t I n	n	all	false	head	false	IS	true	""
listinn	l I s t I n	n	all	false	head	false	IS	true	
listir	l I s t I r	n	all	false	head	false	IS	true	
listir	l I s t I r	so	all	false	head	false	IS	true	
listmálari	l I s t m au l a r I	n	all	true	none	false	IS	true	
listnám	l I s t n au m	n	all	true	none	false	IS	true	
listrænan	l I s t r ai n a n	lo	all	false	none	false	IS	true	
listrænn	l I s t r ai t n_0	lo	all	false	none	false	IS	true	
listrænni	l I s t r ai t n I	lo	all	false	none	false	IS	true	
listsköpun	l I s k 9 p Y n	n	standard_cas	true	none	false	IS	true	
listsköpun	l I s t s k 9 p Y n	n	standard_clear	true	none	false	IS	true	
listsköpun	l I s t s k 9 p_h Y n	n	north_clear	true	none	false	IS	true	
listsköpunar	l I s k 9 p Y n a r	n	standard_cas	true	both	false	IS	true	
listsköpunar	l I s t s k 9 p Y n a r	n	standard_clear	true	both	false	IS	true	
listsköpunar	l I s t s k 9 p_h Y n a r	n	north_clear	true	both	false	IS	true	
listum	l I s t Y m	n	all	false	head	false	IS	true	
listum	l I s t Y m	so	all	false	head	false	IS	true	
lit	l I: t	lo	standard_clear	false	both	false	IS	true	
lit	l I: t	n	standard_clear	false	both	false	IS	true	
lit	l I: t_h	lo	north_clear	false	both	false	IS	true	
lit	l I: t_h	n	north_clear	false	both	false	IS	true	
lita	l I: t a	lo	standard_clear	false	both	false	IS	true	
lita	l I: t a	n	standard_clear	false	both	false	IS	true	
lita	l I: t a	so	standard_clear	false	both	false	IS	true	
lita	l I: t_h a	lo	north_clear	false	both	false	IS	true	
lita	l I: t_h a	n	north_clear	false	both	false	IS	true	
lita	l I: t_h a	so	north_clear	false	both	false	IS	true	
litar	l I: t a r	lo	standard_clear	false	both	false	IS	true	
litar	l I: t a r	n	standard_clear	false	both	false	IS	true	
litar	l I: t a r	so	standard_clear	false	both	false	IS	true	
litar	l I: t_h a r	lo	north_clear	false	both	false	IS	true	
litar	l I: t_h a r	n	north_clear	false	both	false	IS	true	
litar	l I: t_h a r	so	north_clear	false	both	false	IS	true	
litarendurgjafarstuðul	l I: t a r E n t Y r c a v a r_0 s t Y D Y l	n	standard_clear	true	none	false	IS	true	
litarendurgjafarstuðul	l I: t a r E n t Y r c a v a s t Y D Y l	n	standard_cas	true	none	false	IS	true	
litarendurgjafarstuðul	l I: t_h a r E n t Y r c a v a r_0 s t Y D Y l	n	north_clear	true	none	false	IS	true	
litarhætti	l I: t a r_0 h ai h t I	n	standard_clear	true	none	false	IS	true	
litarhætti	l I: t_h a r_0 h ai h t I	n	north_clear	true	none	false	IS	true	
litarmerkingu	l I: t a r m E r_0 c i N k Y	n	standard_clear	true	none	false	IS	true	
litarmerkingu	l I: t_h a r m E r_0 c i N k Y	n	north_clear	true	none	false	IS	true	
litasamsetningin	l I: t a s a m s E h t n i J c I n	n	standard_clear	true	head	false	IS	true	
litasamsetningin	l I: t_h a s a m s E h t n i J c I n	n	north_clear	true	head	false	IS	true	
litast	l I: t a s t	n	standard_clear	false	none	false	IS	true	""
litbrigði	l I t p r I G D I	n	all	true	head	false	IS	true	
litfagurt	l I t f a G Y r_0 t	lo	all	true	none	false	IS	true	
litinn	l I: t I n	n	standard_clear	false	head	false	IS	true	""
litir	l I: t I r	n	standard_clear	false	head	false	IS	true	""
litið	l I: t I D	so	standard_clear	false	head	false	IS	true	
litið	l I: t_h I D	so	north_clear	false	head	false	IS	true	
litla	l I h t l a	lo	all	false	both	false	IS	true	
litlar	l I h t l a r	lo	all	false	head	false	IS	true	
litli	l I h t l I	n	all	false	head	false	IS	true	""
litlir	l I h t l I r	lo	all	false	head	false	IS	true	
litlu	l I h t l Y	lo	all	false	both	false	IS	true	
litlubrú	l I h t l Y p r u	n	all	true	none	false	IS	true	
litlum	l I h t l Y m	lo	all	false	head	false	IS	true	
litninga	l I h t n i N k a	n	all	false	modifier	false	IS	true	
litríka	l I: t r i k a	lo	standard_clear	true	none	false	IS	true	
litríka	l I: t_h r i k_h a	lo	north_clear	true	none	false	IS	true	
litríkastir	l I: t r i k a s t I r	lo	standard_clear	true	none	false	IS	true	
litríkastir	l I: t_h r i k_h a s t I r	lo	north_clear	true	none	false	IS	true	
litríku	l I: t r i k Y	lo	standard_clear	true	none	false	IS	true	
litríku	l I: t_h r i k_h Y	lo	north_clear	true	none	false	IS	true	
litríkum	l I: t r i k Y m	lo	standard_clear	true	none	false	IS	true	
litríkum	l I: t r i k_h Y m	lo	north_clear	false	none	false	IS	true	
litróf	l I: t r ou f	n	standard_clear	true	none	false	IS	true	
litróf	l I: t_h r ou v	n	north_clear	true	none	false	IS	true	
litrófi	l I: t r ou I	n	standard_cas	true	head	false	IS	true	
litrófi	l I: t r ou v I	n	standard_clear	true	head	false	IS	true	
litrófi	l I: t_h r ou v I	n	north_clear	true	head	false	IS	true	
litrófs	l I: t r ou f s	n	standard_clear	true	both	false	IS	true	
litrófs	l I: t_h r ou f s	n	north_clear	true	both	false	IS	true	
litrófsgreiningu	l I: t r ou f s k r ei n i N k Y	n	standard_clear	true	none	false	IS	true	
litrófsgreiningu	l I: t_h r ou f s k r ei n i N k Y	n	north_clear	true	none	false	IS	true	
little	l I h t 9 l	n	all	false	none	false	GB	true	Óviss
litu	l I: t Y	lo	standard_clear	false	head	false	IS	true	
litu	l I: t Y	n	standard_clear	false	head	false	IS	true	
litu	l I: t Y	so	standard_clear	false	head	false	IS	true	
litu	l I: t_h Y	lo	north_clear	false	head	false	IS	true	
litu	l I: t_h Y	n	north_clear	false	head	false	IS	true	
litu	l I: t_h Y	so	north_clear	false	head	false	IS	true	
liturinn	l I: t Y r I n	n	standard_clear	false	head	false	IS	true	""
liu	l i j u	ns	all	false	none	false	GB	true	""
live	l ai: v	n	all	false	none	false	GB	true	
lived	l I v t	n	all	false	none	false	GB	true	""
liver	l I v E r	n	all	true	none	false	GB	true	""
liverpool	l I: v E r_0 p_h u l	ns	all	false	none	false	GB	true	
lives	l ai: v s	n	all	false	none	false	GB	true	hómógraf
liða	l I: D a	n	all	false	both	false	IS	true	
liðagigt	l I: D a c I x t	n	all	true	none	false	IS	true	
liðagigtar	l I: D a c I x t a r	n	all	true	none	false	IS	true	
liðanna	l I: D a n a	n	all	false	head	false	IS	true	
liðar	l I: D a r	n	all	false	head	false	IS	true	
liðar	l I: D a r	so	all	false	head	false	IS	true	
liðhlaupar	l I D l_0 9i p a r	n	standard_clear	true	head	false	IS	true	
liðhlaupar	l I D l_0 9i p_h a r	n	north_clear	true	head	false	IS	true	
liði	l I: D I	n	all	false	head	false	IS	true	
liðin	l I: D I n	n	all	false	head	false	IS	true	
liðinn	l I: D I n	n	all	false	head	false	IS	true	""
liðinni	l I: D I n I	lo	all	false	head	false	IS	true	
liðinni	l I: D I n I	so	all	false	head	false	IS	true	
liðinu	l I: D I n Y	n	all	false	head	false	IS	true	
liðir	l I: D I r	n	all	false	head	false	IS	true	
liðir	l I: D I r	so	all	false	head	false	IS	true	
liðið	l I: D I D	n	all	false	head	false	IS	true	
liðka	l I D k_h a	so	northeast_clear	false	none	false	IS	true	
liðka	l I T k a	so	standard_clear	false	none	false	IS	true	
liðlega	l I D l E G a	ao	all	false	none	false	IS	true	
liðlega	l I D l E G a	lo	all	false	none	false	IS	true	
liðna	l I D n a	lo	all	false	head	false	IS	true	
liðna	l I D n a	n	all	false	head	false	IS	true	
liðna	l I D n a	so	all	false	head	false	IS	true	
liðnar	l I D n a r	lo	all	false	head	false	IS	true	
liðnar	l I D n a r	so	all	false	head	false	IS	true	
liðnir	l I D n I r	lo	all	false	head	false	IS	true	
liðnir	l I D n I r	so	all	false	head	false	IS	true	
liðnu	l I D n Y	lo	all	false	head	false	IS	true	
liðnu	l I D n Y	n	all	false	head	false	IS	true	
liðnu	l I D n Y	so	all	false	head	false	IS	true	
liðnum	l I D n Y m	n	all	false	head	false	IS	true	""
liðs	l I D s	n	all	false	both	false	IS	true	
liðsforingjann	l I D s f O r i J c a n	n	all	true	head	false	IS	true	
liðsfélaga	l I D s f j E l a G a	n	all	true	both	false	IS	true	
liðsfélagar	l I D s f j E l a G a r	n	all	true	none	false	IS	true	""
liðsfélagi	l I D s f j E l ai j I	n	all	true	head	false	IS	true	
liðsheild	l I D s h ei l t	n	all	true	none	false	IS	true	""
liðsins	l I D s I n s	n	all	false	head	false	IS	true	
liðsmanna	l I D s m a n a	n	all	true	none	false	IS	true	""
liðsmaður	l I D s m a D Y r	n	all	true	none	false	IS	true	""
liðsmenn	l I D s m E n	n	all	true	head	false	IS	true	
liðsmönnum	l I D s m 9 n Y m	n	all	true	head	false	IS	true	
liðu	l I: D Y	n	all	false	none	false	IS	true	""
liðugir	l I: D Yi j I r	lo	all	false	head	false	IS	true	
liðum	l I: D Y m	n	all	false	head	false	IS	true	
liðunum	l I: D O n Y m	n	all	false	head	false	IS	true	
liðurinn	l I: D Y r I n	n	all	false	head	false	IS	true	""
ljómandi	l j ou: m a n t I	n	all	false	none	false	IS	true	""
ljóminn	l j ou: m I n	n	all	false	head	false	IS	true	
ljónshjarta	l j ou n s C a r_0 t a	n	all	true	none	false	IS	true	
ljósa	l j ou: s a	n	all	false	both	false	IS	true	""
ljósafoss	l j ou: s a f O s	ns	all	true	modifier	false	IS	true	
ljósara	l j ou: s a r a	n	all	false	head	false	IS	true	""
ljósaskiptunum	l j ou: s a s c I f t O n Y m	n	all	true	none	false	IS	true	
ljóseinkenni	l j ou: s ei J c_h E n I	n	all	true	none	false	IS	true	
ljósi	l j ou: s I	n	all	false	head	false	IS	true	
ljósin	l j ou: s I n	n	all	false	both	false	IS	true	
ljósið	l j ou: s I D	n	all	true	head	false	IS	true	""
ljóslaust	l j ou: s t l 9i s t	lo	all	true	head	false	IS	true	
ljósleiðara	l j ou s t l ei D a r a	n	all	true	modifier	false	IS	true	
ljósmynd	l j ou s m I n t	n	all	true	head	false	IS	true	
ljósmynda	l j ou s m I n t a	n	all	true	both	false	IS	true	""
ljósmyndara	l j ou: s m I n t a r a	n	all	true	both	false	IS	true	""
ljósmyndari	l j ou s m I n t a r I	n	all	true	head	false	IS	true	""
ljósmyndarinn	l j ou s m I n t a r I n	n	all	true	none	false	IS	true	""
ljósmyndasafns	l j ou s m I n t a s a p s	n	standard_cas	true	head	false	IS	true	
ljósmyndasafns	l j ou s m I n t a s a p n_0 s	n	standard_clear	true	head	false	IS	true	
ljósmyndir	l j ou: s m I n t I r	n	all	true	head	false	IS	true	""
ljósmyndum	l j ou: s m I n t Y m	n	all	true	head	false	IS	true	
ljósmyndum	l j ou: s m I n t Y m	so	all	true	head	false	IS	true	
ljósmyndun	l j ou s m I n t Y n	n	all	true	head	false	IS	true	""
ljósmyndunarrúnt	l j ou s m I n t Y n a r u n_0 t	n	standard_clear	true	none	false	IS	true	
ljósmyndunarrúnt	l j ou s m I n t Y n a r u n t_h	n	northeast_clear	true	none	false	IS	true	
ljósmæðra	l j ou s m ai D r a	n	all	true	head	false	IS	true	""
ljósmæður	l j ou s m ai D Y r	n	all	true	none	false	IS	true	
ljósrauðu	l j ou: s r 9i D Y	lo	all	true	none	false	IS	true	
ljósrauðum	l j ou: s r 9i D Y m	lo	all	true	none	false	IS	true	
ljósri	l j ou: s r I	lo	all	false	none	false	IS	true	
ljósrit	l j ou: s r I t	n	standard_clear	true	head	false	IS	true	
ljósrit	l j ou: s r I t_h	n	north_clear	true	head	false	IS	true	
ljósritunarvélar	l j ou: s r I t Y n a r v j E l a r	n	standard_clear	true	both	false	IS	true	
ljósritunarvélar	l j ou: s r I t_h Y n a r v j E l a r	n	north_clear	true	both	false	IS	true	
ljósrofnun	l j ou: s r O p n Y n	n	all	true	none	false	IS	true	
ljóss	l j ou s	lo	all	false	head	false	IS	true	
ljóss	l j ou s	n	all	false	head	false	IS	true	
ljóssins	l j ou s I n s	n	all	false	head	false	IS	true	""
ljóst	l j ou s t	ao	all	false	head	false	IS	true	
ljóst	l j ou s t	lo	all	false	head	false	IS	true	
ljóst	l j ou s t	so	all	false	head	false	IS	true	
ljósum	l j ou: s Y m	lo	all	false	head	false	IS	true	
ljósum	l j ou: s Y m	n	all	false	head	false	IS	true	
ljósvakans	l j ou: s v a k a n s	n	standard_clear	true	none	false	IS	true	
ljósvakans	l j ou: s v a k_h a n s	n	north_clear	true	none	false	IS	true	
ljósvallagötuna	l j ou: s v a t l a k 9 t Y n a	ns	standard_clear	true	none	false	IS	true	
ljósvallagötuna	l j ou: s v a t l a k 9 t_h Y n a	ns	north_clear	true	none	false	IS	true	
ljósvallagötunni	l j ou: s v a t l a G 9 t_h Y n I	ns	north_clear	true	none	false	IS	true	
ljósvallagötunni	l j ou: s v a t l a k 9 t Y n I	ns	standard_clear	true	none	false	IS	true	
ljósviti	l j ou: s v I t I	n	standard_clear	true	none	false	IS	true	
ljósviti	l j ou: s v I t_h I	n	north_clear	true	none	false	IS	true	
ljót	l j ou: t	n	standard_clear	false	head	false	IS	true	
ljót	l j ou: t_h	n	north_clear	false	head	false	IS	true	""
ljótari	l j ou: t a r I	lo	standard_clear	false	none	false	IS	true	
ljótari	l j ou: t_h a r I	lo	north_clear	false	none	false	IS	true	
ljótt	l j ou h t	n	all	false	head	false	IS	true	""
ljóðabók	l j ou: D a p ou k	n	standard_clear	true	none	false	IS	true	""
ljóði	l j ou: D I	n	all	false	head	false	IS	true	""
ljóðin	l j ou: D I n	n	all	false	head	false	IS	true	""
ljóðið	l j ou: D I D	n	all	false	head	false	IS	true	""
ljóðum	l j ou: D Y m	n	all	false	head	false	IS	true	
ljóðum	l j ou: D Y m	so	all	false	head	false	IS	true	
ljúf	l j u: v	n	all	false	head	false	IS	true	""
ljúfa	l j u: v a	n	all	false	head	false	IS	true	
ljúfar	l j u: a r	lo	standard_cas	false	head	false	IS	true	
ljúfar	l j u: a r	n	standard_cas	false	head	false	IS	true	
ljúfar	l j u: v a r	lo	standard_clear	false	head	false	IS	true	
ljúfar	l j u: v a r	n	standard_clear	false	head	false	IS	true	
ljúfasta	l j u: a s t a	lo	standard_cas	false	head	false	IS	true	
ljúfasta	l j u: v a s t a	lo	standard_clear	false	head	false	IS	true	
ljúffeng	l j u f ei N k	lo	all	false	none	false	IS	true	
ljúffengar	l j u f ei N k a r	lo	all	false	none	false	IS	true	
ljúffengum	l j u f ei N k Y m	lo	all	false	none	false	IS	true	
ljúfir	l j u: I r	lo	standard_cas	false	head	false	IS	true	
ljúfir	l j u: v I r	lo	standard_clear	false	head	false	IS	true	
ljúflingur	l j u v l i N k Y r	n	all	false	none	false	IS	true	
ljúfs	l j u f s	lo	standard_clear	false	head	false	IS	true	
ljúfs	l j u f s	n	standard_clear	false	head	false	IS	true	
ljúfs	l j u s	lo	standard_cas	false	head	false	IS	true	
ljúfs	l j u s	n	standard_cas	false	head	false	IS	true	
ljúft	l j u f t	n	all	false	head	false	IS	true	""
ljúfum	l j u: Y m	lo	standard_cas	false	head	false	IS	true	
ljúfum	l j u: Y m	n	standard_cas	false	head	false	IS	true	
ljúfum	l j u: v Y m	lo	standard_clear	false	head	false	IS	true	
ljúfum	l j u: v Y m	n	standard_clear	false	head	false	IS	true	
ljúfur	l j u: Y r	lo	standard_cas	false	head	false	IS	true	
ljúfur	l j u: Y r	n	standard_cas	false	head	false	IS	true	
ljúfur	l j u: v Y r	lo	standard_clear	false	head	false	IS	true	
ljúfur	l j u: v Y r	n	standard_clear	false	head	false	IS	true	
ljúki	l j u: c I	n	standard_clear	false	none	false	IS	true	""
ljúktu	l j u x t Y	so	all	false	none	false	IS	true	
loan	l ou: n	n	all	false	none	false	GB	true	""
loans	l ou: n s	n	all	false	none	false	GB	true	""
lobster	l O p s t E r	n	all	false	none	false	GB	true	""
local	l ou: k a l	n	all	false	none	false	GB	true	""
locals	l ou: k a l s	n	all	false	none	false	GB	true	""
locker	l O h k E r	n	all	true	none	false	GB	true	""
lof	l O: v	n	all	false	head	false	IS	true	""
